,Label,Path
68,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1059.jpg
69,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_106.jpg
70,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1060.jpg
71,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1061.jpg
72,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1062.jpg
73,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1063.jpg
74,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1064.jpg
75,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1065.jpg
76,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1066.jpg
77,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1067.jpg
78,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1068.jpg
79,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1069.jpg
80,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_107.jpg
81,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1070.jpg
82,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1071.jpg
83,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1072.jpg
84,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1073.jpg
85,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1074.jpg
86,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1075.jpg
87,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1076.jpg
88,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1077.jpg
89,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1078.jpg
90,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1079.jpg
91,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_108.jpg
92,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1080.jpg
93,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1081.jpg
94,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1082.jpg
95,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1083.jpg
96,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1084.jpg
97,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1085.jpg
98,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1086.jpg
99,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1087.jpg
100,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1088.jpg
101,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1089.jpg
102,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_109.jpg
103,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1090.jpg
104,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1091.jpg
105,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1092.jpg
106,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1093.jpg
107,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1094.jpg
108,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1095.jpg
109,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1096.jpg
110,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1097.jpg
111,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1098.jpg
112,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1099.jpg
113,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_11.jpg
114,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_110.jpg
115,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1100.jpg
116,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1101.jpg
117,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1102.jpg
118,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1103.jpg
119,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1104.jpg
120,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1105.jpg
121,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1106.jpg
122,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1107.jpg
123,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1108.jpg
124,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1109.jpg
125,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_111.jpg
126,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1110.jpg
127,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1111.jpg
128,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1112.jpg
129,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1113.jpg
130,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1114.jpg
131,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1115.jpg
132,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1116.jpg
133,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1117.jpg
134,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1118.jpg
135,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1119.jpg
136,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_112.jpg
137,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1120.jpg
138,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1121.jpg
139,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1122.jpg
140,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1123.jpg
141,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1124.jpg
142,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1125.jpg
143,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1126.jpg
144,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1127.jpg
145,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1128.jpg
146,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1129.jpg
147,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_113.jpg
148,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1130.jpg
149,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1131.jpg
150,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1132.jpg
151,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1133.jpg
152,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1134.jpg
153,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1135.jpg
154,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1136.jpg
155,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1137.jpg
156,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1138.jpg
157,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1139.jpg
158,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_114.jpg
159,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1140.jpg
160,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1141.jpg
161,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1142.jpg
162,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1143.jpg
163,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1144.jpg
164,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1145.jpg
165,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1146.jpg
166,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1147.jpg
167,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1148.jpg
168,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1149.jpg
169,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_115.jpg
170,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1150.jpg
171,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1151.jpg
172,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1152.jpg
173,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1153.jpg
174,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1154.jpg
175,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1155.jpg
176,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1156.jpg
177,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1157.jpg
178,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1158.jpg
179,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1159.jpg
180,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_116.jpg
181,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1160.jpg
182,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1161.jpg
183,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1162.jpg
184,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1163.jpg
185,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1164.jpg
186,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1165.jpg
187,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1166.jpg
188,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1167.jpg
189,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1168.jpg
190,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1169.jpg
191,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_117.jpg
192,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1170.jpg
193,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1171.jpg
194,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1172.jpg
195,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1173.jpg
196,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1174.jpg
197,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1175.jpg
198,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1176.jpg
199,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1177.jpg
200,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1178.jpg
201,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1179.jpg
202,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_118.jpg
203,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1180.jpg
204,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1181.jpg
205,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1182.jpg
206,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1183.jpg
207,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1184.jpg
208,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1185.jpg
209,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1186.jpg
210,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1187.jpg
211,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1188.jpg
212,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1189.jpg
213,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_119.jpg
214,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1190.jpg
215,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1191.jpg
216,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1192.jpg
217,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1193.jpg
218,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1194.jpg
219,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1195.jpg
220,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1196.jpg
221,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1197.jpg
222,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1198.jpg
223,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1199.jpg
224,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_12.jpg
225,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_120.jpg
226,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1200.jpg
227,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1201.jpg
228,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1202.jpg
229,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1203.jpg
230,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1204.jpg
231,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1205.jpg
232,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1206.jpg
233,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1207.jpg
234,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1208.jpg
235,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1209.jpg
236,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_121.jpg
237,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1210.jpg
238,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1211.jpg
239,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1212.jpg
240,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1213.jpg
241,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1214.jpg
242,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1215.jpg
243,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1216.jpg
244,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1217.jpg
245,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1218.jpg
246,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1219.jpg
247,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_122.jpg
248,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1220.jpg
249,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1221.jpg
250,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1222.jpg
251,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1223.jpg
252,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1224.jpg
253,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1225.jpg
254,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1226.jpg
255,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1227.jpg
256,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1228.jpg
257,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1229.jpg
258,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_123.jpg
259,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1230.jpg
260,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1231.jpg
261,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1232.jpg
262,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1233.jpg
263,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1234.jpg
264,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1235.jpg
265,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1236.jpg
266,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1237.jpg
267,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1238.jpg
268,cat,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_cats/cat_1239.jpg
