,Label,Path
22,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1017.jpg
23,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1018.jpg
24,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1019.jpg
25,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_102.jpg
26,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1020.jpg
27,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1021.jpg
28,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1022.jpg
29,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1023.jpg
30,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1024.jpg
31,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1025.jpg
32,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1026.jpg
33,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1027.jpg
34,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1028.jpg
35,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1029.jpg
36,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_103.jpg
37,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1030.jpg
38,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1031.jpg
39,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1032.jpg
40,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1033.jpg
41,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1034.jpg
42,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1035.jpg
43,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1036.jpg
44,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1037.jpg
45,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1038.jpg
46,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1039.jpg
47,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_104.jpg
48,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1040.jpg
49,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1041.jpg
50,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1042.jpg
51,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1043.jpg
52,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1044.jpg
53,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1045.jpg
54,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1046.jpg
55,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1047.jpg
56,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1048.jpg
57,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1049.jpg
58,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_105.jpg
59,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1050.jpg
60,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1051.jpg
61,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1052.jpg
62,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1053.jpg
63,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1054.jpg
64,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1055.jpg
65,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1056.jpg
66,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1057.jpg
67,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1058.jpg
68,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1059.jpg
69,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_106.jpg
70,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1060.jpg
71,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1061.jpg
72,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1062.jpg
73,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1063.jpg
74,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1064.jpg
75,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1065.jpg
76,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1066.jpg
77,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1067.jpg
78,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1068.jpg
79,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1069.jpg
80,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_107.jpg
81,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1070.jpg
82,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1071.jpg
83,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1072.jpg
84,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1073.jpg
85,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1074.jpg
86,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1075.jpg
87,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1076.jpg
88,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1077.jpg
89,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1078.jpg
90,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1079.jpg
91,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_108.jpg
92,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1080.jpg
93,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1081.jpg
94,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1082.jpg
95,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1083.jpg
96,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1084.jpg
97,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1085.jpg
98,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1086.jpg
99,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1087.jpg
100,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1088.jpg
101,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1089.jpg
102,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_109.jpg
103,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1090.jpg
104,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1091.jpg
105,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1092.jpg
106,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1093.jpg
107,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1094.jpg
108,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1095.jpg
109,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1096.jpg
110,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1097.jpg
111,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1098.jpg
112,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1099.jpg
113,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_11.jpg
114,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_110.jpg
115,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1100.jpg
116,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1101.jpg
117,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1102.jpg
118,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1103.jpg
119,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1104.jpg
120,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1105.jpg
121,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1106.jpg
122,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1107.jpg
123,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1108.jpg
124,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1109.jpg
125,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_111.jpg
126,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1110.jpg
127,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1111.jpg
128,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1112.jpg
129,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1113.jpg
130,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1114.jpg
131,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1115.jpg
132,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1116.jpg
133,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1117.jpg
134,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1118.jpg
135,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1119.jpg
136,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_112.jpg
137,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1120.jpg
138,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1121.jpg
139,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1122.jpg
140,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1123.jpg
141,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1124.jpg
142,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1125.jpg
143,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1126.jpg
144,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1127.jpg
145,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1128.jpg
146,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1129.jpg
147,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_113.jpg
148,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1130.jpg
149,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1131.jpg
150,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1132.jpg
151,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1133.jpg
152,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1134.jpg
153,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1135.jpg
154,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1136.jpg
155,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1137.jpg
156,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1138.jpg
157,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1139.jpg
158,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_114.jpg
159,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1140.jpg
160,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1141.jpg
161,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1142.jpg
162,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1143.jpg
163,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1144.jpg
164,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1145.jpg
165,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1146.jpg
166,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1147.jpg
167,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1148.jpg
168,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1149.jpg
169,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_115.jpg
170,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1150.jpg
171,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1151.jpg
172,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1152.jpg
173,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1153.jpg
174,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1154.jpg
175,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1155.jpg
176,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1156.jpg
177,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1157.jpg
178,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1158.jpg
179,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1159.jpg
180,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_116.jpg
181,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1160.jpg
182,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1161.jpg
183,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1162.jpg
184,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1163.jpg
185,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1164.jpg
186,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1165.jpg
187,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1166.jpg
188,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1167.jpg
189,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1168.jpg
190,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1169.jpg
191,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_117.jpg
192,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1170.jpg
193,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1171.jpg
194,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1172.jpg
195,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1173.jpg
196,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1174.jpg
197,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1175.jpg
198,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1176.jpg
199,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1177.jpg
200,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1178.jpg
201,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1179.jpg
202,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_118.jpg
203,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1180.jpg
204,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1181.jpg
205,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1182.jpg
206,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1183.jpg
207,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1184.jpg
208,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1185.jpg
209,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1186.jpg
210,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1187.jpg
211,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1188.jpg
212,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1189.jpg
213,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_119.jpg
214,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1190.jpg
215,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1191.jpg
216,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1192.jpg
217,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1193.jpg
218,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1194.jpg
219,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1195.jpg
220,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1196.jpg
221,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1197.jpg
222,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1198.jpg
223,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1199.jpg
224,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_12.jpg
225,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_120.jpg
226,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1200.jpg
227,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1201.jpg
228,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1202.jpg
229,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1203.jpg
230,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1204.jpg
231,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1205.jpg
232,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1206.jpg
233,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1207.jpg
234,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1208.jpg
235,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1209.jpg
236,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_121.jpg
237,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1210.jpg
238,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1211.jpg
239,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1212.jpg
240,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1213.jpg
241,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1214.jpg
242,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1215.jpg
243,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1216.jpg
244,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1217.jpg
245,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1218.jpg
246,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1219.jpg
247,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_122.jpg
248,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1220.jpg
249,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1221.jpg
250,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1222.jpg
251,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1223.jpg
252,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1224.jpg
253,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1225.jpg
254,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1226.jpg
255,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1227.jpg
256,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1228.jpg
257,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1229.jpg
258,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_123.jpg
259,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1230.jpg
260,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1231.jpg
261,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1232.jpg
262,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1233.jpg
263,dog,/Users/drjamesmugume/Documents/GitHub/Cats And Dogs/train/train_dogs/dog_1234.jpg
